# http://lingua.mtsu.edu/chinese-computing/phonology/hz2py.php
id	character	syllable	phonemes
6539	龉	yu	y
6540	龊	chuo	ÿ§hu«
6541	龌	wo	u«
6542	黾	min	min
6543	鼋	yuan	yan
6544	鼍	tuo	thu«
6545	隹	zhui	ÿ§u«i
6546	隼	sun	su«n
6547	隽	jun	tsuin
6548	雎	ju	tsy
6549	雒	luo	lu«
6550	瞿	qu	tshy
6551	雠	chou	ÿ§h«u
6552	銎	qiong	tshiuN
6553	銮	luan	luan
6554	鋈	wu	u
6555	錾	zan	tsan
6556	鍪	mou	m«u
6557	鏊	ao	au
6558	鎏	liu	li«u
6559	鐾	bei	p«i
6560	鑫	xin	sin
6561	鱿	you	i«u
6562	鲂	fang	faN
6563	鲅	ba	pa
6564	鲆	ping	phi«N
6565	鲇	nian	nian
6566	鲈	lu	lu
6567	稣	su	su
6568	鲋	fu	fu
6569	鲎	hou	x«u
6570	鲐	tai	thai
6571	鲑	gui	ku«i
6572	鲒	jie	tsi«
6573	鲔	wei	u«i
6574	鲕	er	«r
6575	鲚	ji	tsi
6576	鲛	jiao	tsiau
6577	鲞	xiang	siaN
6578	鲟	xun	suin
6579	鲠	geng	k«N
6580	鲡	li	li
6581	鲢	lian	lian
6582	鲣	jian	tsian
6583	鲥	shi	§
6584	鲦	tiao	thiau
6585	鲧	gun	ku«n
6586	鲨	sha	§a
6587	鲩	huan	xuan
6588	鲫	ji	tsi
6589	鲭	zheng	ÿ§«N
6590	鲮	ling	li«N
6591	鲰	zou	ts«u
6592	鲱	fei	f«i
6593	鲲	kun	khu«n
6594	鲳	chang	ÿ§haN
6595	鲴	gu	ku
6596	鲵	ni	ni
6597	鲶	nian	nian
6598	鲷	diao	tiau
6599	鲺	shi	§
6600	鲻	zi	ts
6601	鲼	fen	f«n
6602	鲽	die	ti«
6603	鳄	e	«
6604	鳅	qiu	tshi«u
6605	鳆	fu	fu
6606	鳇	huang	xuaN
6607	鳊	bian	pian
6608	鳋	sao	sau
6609	鳌	ao	au
6610	鳍	qi	tshi
6611	鳎	ta	tha
6612	鳏	guan	kuan
6613	鳐	yao	iau
6614	鳓	le	l«
6615	鳔	biao	piau
6616	鳕	xue	sy«
6617	鳗	man	man
6618	鳘	min	min
6619	鳙	yong	iuN
6620	鳜	gui	ku«i
6621	鳝	shan	§an
6622	鳟	zun	tsu«n
6623	鳢	li	li
6624	靼	da	ta
6625	鞅	yang	iaN
6626	鞑	da	ta
6627	鞒	qiao	tshiau
6628	鞔	man	man
6629	鞯	jian	tsian
6630	鞫	ju	tsy
6631	鞣	rou	r«u
6632	鞲	gou	k«u
6633	鞴	bei	p«i
6634	骱	jie	tsi«
6635	骰	tou	th«u
6636	骷	ku	khu
6637	鹘	hu	xu
6638	骶	di	ti
6639	骺	hou	x«u
6640	骼	ge	k«
6641	髁	ke	kh«
6642	髀	bi	pi
6643	髅	lou	l«u
6644	髂	qia	tshia
6645	髋	kuan	khuan
6646	髌	bin	pin
6647	髑	du	tu
6648	魅	mei	m«i
6649	魃	ba	pa
6650	魇	yan	ian
6651	魉	liang	liaN
6652	魈	xiao	siau
6653	魍	wang	uaN
6654	魑	chi	ÿ§h
6655	飨	xiang	siaN
6656	餍	yan	ian
6657	餮	tie	thi«
6658	饕	tao	thau
6659	饔	yong	iuN
6660	髟	shan	§an
6661	髡	kun	khu«n
6662	髦	mao	mau
6663	髯	ran	ran
6664	髫	tiao	thiau
6665	髻	ji	tsi
6666	髭	zi	ts
6667	髹	xiu	si«u
6668	鬈	quan	tshyan
6669	鬏	jiu	tsi«u
6670	鬓	bin	pin
6671	鬟	huan	xuan
6672	鬣	lie	li«
6673	麾	hui	xu«i
6674	縻	mi	mi
6675	麂	ji	tsi
6676	麇	qun	tshuin
6677	麈	zhu	ÿ§u
6678	麋	mi	mi
6679	麒	qi	tshi
6680	鏖	ao	au
6681	麝	she	§«
6682	麟	lin	lin
6683	黛	dai	tai
6684	黜	chu	ÿ§hu
6685	黝	you	i«u
6686	黠	xia	sia
6687	黟	yi	i
6688	黢	qu	tshy
6689	黩	du	tu
6690	黧	li	li
6691	黥	qing	tshi«N
6692	黪	can	tshan
6693	黯	an	an
6694	鼢	fen	f«n
6695	鼬	you	i«u
6696	鼯	wu	u
6697	鼹	yan	ian
6698	鼷	xi	si
6699	鼽	yan	ian
6700	鼾	han	xan
6701	齄	zha	ÿ§a
6702	镕	rong	ruN
6703	乾	gan	kan
6704	於	yu	y
6705	後	hou	x«u
6706	麽	me
6707	碱	jian	tsian
6708	楷	kai	khai
6709	孰	shu	§u
6710	醫	yi	i
6711	藥	yao	iau
6712	衹	zhi	ÿ§
6713	沾	zhan	ÿ§an
